Essential,Unit,English,Uzbek
Essential 6,Unit 8,tram,tramvay
Essential 6,Unit 8,unsettle,bexalovat qilmoq
Essential 6,Unit 8,warp,"egmoq, qayirmoq"
Essential 6,Unit 9,artery,arteriya qon tomiri
Essential 6,Unit 9,deterioration,yomonlashish
Essential 6,Unit 9,elusive,tutqich bermas
Essential 6,Unit 9,forage,ozuqa topmoq
Essential 6,Unit 9,impede,"xalaqit bermoq, to'siq bo'lmoq"
Essential 6,Unit 9,induce,sabab bo'lmoq
Essential 6,Unit 9,inseparable,"ajralmas, ayrilmas"
Essential 6,Unit 9,invalid,"asossiz, noto'g'ri"
Essential 6,Unit 9,magnify,kattalashtirib ko'rsatmoq
Essential 6,Unit 9,mainstream,hukmron tendensiya
Essential 6,Unit 9,microbe,"mikrob, virus"
Essential 6,Unit 9,negligible,"arzimas, kichik"
Essential 6,Unit 9,paralysis,"falaj, shol"
Essential 6,Unit 9,pest,"parazit, zararkuranda"
Essential 6,Unit 9,prevail,"keng tarqalmoq, mavjud bo'lmoq"
Essential 6,Unit 9,respiration,nafas olish
Essential 6,Unit 9,rupture,"yorilmoq, sinmoq"
Essential 6,Unit 9,savage,shafqatsiz
Essential 6,Unit 9,stun,"karaxt qilmoq, gangitib qo'ymoq"
Essential 6,Unit 9,susceptible,"moyil, chalinuvchan"
Essential 6,Unit 10,accumulate,"yig'ilmoq, to'planmoq"
Essential 6,Unit 10,aerial,"havoga oid, havo..."
Essential 6,Unit 10,apparatus,apparat
Essential 6,Unit 10,avalanche,qor ko'chkisi
Essential 6,Unit 10,consistency,barqarorlik
Essential 6,Unit 10,convection,"issiq havo oqimi, konvensiya"
Essential 6,Unit 10,discharge,"ozod qilmoq, ruxsat bermoq"
Essential 6,Unit 10,intact,"buzilmagan, shikast yetmagan"
Essential 6,Unit 10,mortal,"soqiy, o'ladigan"
Essential 6,Unit 10,omen,alomat
Essential 6,Unit 10,overcast,bulutli
Essential 6,Unit 10,poignant,"alamli, qayg'uli"
Essential 6,Unit 10,ranger,o'rmonchi
Essential 6,Unit 10,rubble,singan tosh/g'isht bo'laklari
Essential 6,Unit 10,seclude,"ajratib qo'ymoq, ayirmoq"
Essential 6,Unit 10,sideways,yon boshlab
Essential 6,Unit 10,sob,hiqillab yig'lamoq
Essential 6,Unit 10,sober,"andishali, ba'mani"
Essential 6,Unit 10,speck,dog'cha
Essential 6,Unit 10,upbringing,tarbiya
Essential 6,Unit 11,advocate,qo'llab-quvvatlamoq
Essential 6,Unit 11,authorize,huquq bermoq
Essential 6,Unit 11,civilian,harbiy bo'lmagan odam
Essential 6,Unit 11,commodity,"tovar, mol"
Essential 6,Unit 11,conquest,"istilo, zabt etish"
Essential 6,Unit 11,disclose,"oshkor qilmoq, fosh qilmoq"
Essential 6,Unit 11,dynamics,dinamika
Essential 6,Unit 11,enroll,"a'zolikka qabul qilmoq, a'zo bo'lmoq"
Essential 6,Unit 11,envious,"hasadgo'y, baxil"
Essential 6,Unit 11,euphoria,"eyforiya, ko'tarinki kayfiyat"
Essential 6,Unit 11,festive,bayramona
Essential 6,Unit 11,jolly,quvnoq
Essential 6,Unit 11,lentil,yasmiq
Essential 6,Unit 11,marshal,tartib bilan yig'moq
Essential 6,Unit 11,morale,jamoaviy ruh
Essential 6,Unit 11,prophecy,bashorat
Essential 6,Unit 11,sage,donishmand
Essential 6,Unit 11,senate,senat
Essential 6,Unit 11,sentiment,"munosabat, fikr"
Essential 6,Unit 11,unrest,notinchlik
Essential 6,Unit 12,adorn,"bezatmoq, zeb bermoq"
Essential 6,Unit 12,bliss,"rohat, huzur-halovat"
Essential 6,Unit 12,butler,bosh xizmatkor
Essential 6,Unit 12,cramp,"spazma, tomir tortishishi"
Essential 6,Unit 12,dilapidated,yarim xaroba
Essential 6,Unit 12,evoke,"qo'zg'amoq, uyg'otmoq"
Essential 6,Unit 12,farewell,"xayrlashish, xaymazir"
Essential 6,Unit 12,faucet,jo'mrak
Essential 6,Unit 12,filth,axlat
Essential 6,Unit 12,flaw,"yoriq, darz"
Essential 6,Unit 12,grin,tirjaymoq
Essential 6,Unit 12,housekeeping,uy xo'jaligini yuritish
Essential 6,Unit 12,mound,uyum
Essential 6,Unit 12,numb,"karaxt, uvishgan"
Essential 6,Unit 12,reckless,mulohazasiz
Essential 6,Unit 12,slate,shifer
Essential 6,Unit 12,stool,taburetka
Essential 6,Unit 12,testament,isbot
Essential 6,Unit 12,timber,qurilish taxtasi
Essential 6,Unit 12,valve,"klapan, vevil"
Essential 6,Unit 13,certify,"tasdiqlamoq, guvohlik bermoq"
Essential 6,Unit 13,collaborate,birgalikda ishlamoq
Essential 6,Unit 13,compile,to'plamoq
Essential 6,Unit 13,counteract,"ta'sirini kesmoq, qarshi kurashmoq"
Essential 6,Unit 13,curb,"tiymoq, jilovlamoq"
Essential 6,Unit 13,diagnose,diagnoz/tashxis qo'ymoq
Essential 6,Unit 13,enact,qaror qabul qilmoq
Essential 6,Unit 13,federation,"federatsiya, tashkilot"
Essential 6,Unit 13,gross,"yoqimsiz, qo'lansa"
Essential 6,Unit 13,humane,insonparvar
Essential 6,Unit 13,intolerable,"chidab bo'lmas, og'ir"
Essential 6,Unit 13,needy,"kambag'al, noshor"
Essential 6,Unit 13,onset,"boshlanish, ibtido"
Essential 6,Unit 13,pledge,"va'da bermoq, so'z bermoq"
Essential 6,Unit 13,prohibit,"taqiqlamoq, man etmoq"
Essential 6,Unit 13,rash,toshma
Essential 6,Unit 13,render,ma'lum holatga keltirmoq
Essential 6,Unit 13,smallpox,chechak
Essential 6,Unit 13,transmit,"translatsiya qilmoq, olib uzatmoq"
Essential 6,Unit 13,vow,qasam (ont) ichmoq
Essential 6,Unit 14,camouflage,"maskirovka, kamuflyaj"
Essential 6,Unit 14,contemplate,"o'ylamoq, o'ylab olmoq"
Essential 6,Unit 14,contend,kurashmoq
Essential 6,Unit 14,cot,bolalar krovati
Essential 6,Unit 14,enlist,harbiy xizmatga kirmoq
Essential 6,Unit 14,frontier,chegara
Essential 6,Unit 14,handbook,qo'llanma
Essential 6,Unit 14,hesitant,"ikkilangan, mujmal"
Essential 6,Unit 14,lush,so'lim
Essential 6,Unit 14,marrow,ilik
Essential 6,Unit 14,outfit,"kiyim, libos"
Essential 6,Unit 14,paw,panja
Essential 6,Unit 14,quiver,"pirpiramoq, qaltiramoq"
Essential 6,Unit 14,splendid,juda yaxshi
Essential 6,Unit 14,stray,"adashib qolmoq, yo'lini yo'qotib qo'ymoq"
Essential 6,Unit 14,substantial,"katta, ulkan"
Essential 6,Unit 14,torch,mash'ala
Essential 6,Unit 14,tract,keng maydon
Essential 6,Unit 14,vigil,bedorlik
Essential 6,Unit 14,weary,"charchagan, holdan toygan"
Essential 6,Unit 15,adhere,rioya qilmoq
Essential 6,Unit 15,administer,"boshqarmoq, zimmasiga olmoq"
Essential 6,Unit 15,compassionate,rahmdil
Essential 6,Unit 15,contaminate,"bulg'amoq, ifloslamoq"
Essential 6,Unit 15,deficiency,tanqislik
Essential 6,Unit 15,epidemic,epidemiya
Essential 6,Unit 15,hazard,"tahlika, xavf"
Essential 6,Unit 15,imperative,o'ta muhim
Essential 6,Unit 15,intestines,ichak
Essential 6,Unit 15,manifest,"namoyon qilmoq, ko'rsatmoq"
Essential 6,Unit 15,metabolic,"metabolizmga oid, metabolik..."
Essential 6,Unit 15,overcrowded,liq to'lgan
Essential 6,Unit 15,paramount,"birinchi darajali, eng muhim"
Essential 6,Unit 15,practitioner,amaliyotchi doktor
Essential 6,Unit 15,provision,ta'minot
Essential 6,Unit 15,replenish,qaytdan to'ldirmoq
Essential 6,Unit 15,sterile,"mikroblardan tozalangan, sterillangan"
Essential 6,Unit 15,upgrade,rivojlantirmoq
Essential 6,Unit 15,viable,umidli
Essential 6,Unit 15,voluntary,ko'ngilli
Essential 6,Unit 16,amid,o'rtasida
Essential 6,Unit 16,backstage,sahna ortiga/-da
Essential 6,Unit 16,billionaire,milliarder
Essential 6,Unit 16,brute,hayvonga o'xshagan odam
Essential 6,Unit 16,clumsy,"e'tiborsiz, beparvo"
Essential 6,Unit 16,collide,to'qnashmoq
Essential 6,Unit 16,culprit,"aybdor, mujrim"
Essential 6,Unit 16,evacuate,evakuatsiya qilmoq
Essential 6,Unit 16,flammable,tez yonuvchan
Essential 6,Unit 16,mob,"olomon, to'da"
Essential 6,Unit 16,premature,"barvaqt, bemahal"
Essential 6,Unit 16,resent,g'azablanmoq
Essential 6,Unit 16,satire,"hajviya, hajv"
Essential 6,Unit 16,scrutiny,puxta tadqiqot
Essential 6,Unit 16,segregate,"ajratmoq, bo'lmoq"
Essential 6,Unit 16,subject,"undamoq, chaqirmoq"
Essential 6,Unit 16,testify,guvohlik bermoq
Essential 6,Unit 16,tumult,"shovqin, g'ala-g'ovur"
Essential 6,Unit 16,underestimate,nazarga ilmaslik
Essential 6,Unit 16,uproar,shovqin-suron
Essential 6,Unit 17,accelerate,tezlashmoq
Essential 6,Unit 17,anew,"yangidan, qaytadan"
Essential 6,Unit 17,defect,"defekt, nuqson"
Essential 6,Unit 17,dreary,"g'amgin, ma'yus; zerikarli"
Essential 6,Unit 17,duplicate,qarab takrorlamoq
Essential 6,Unit 17,electromagnetic,elektromagnit...
Essential 6,Unit 17,electron,elektron
Essential 6,Unit 17,glide,bir tekisda uchmoq
Essential 6,Unit 17,ingenious,"zukko, aqlli"
Essential 6,Unit 17,innovation,"yangilik, innovatsiya"
Essential 6,Unit 17,innovative,ijodkor
Essential 6,Unit 17,launch,"suvga tushirmoq, suvga tushmoq"
Essential 6,Unit 17,meteorological,meteoroligik...
Essential 6,Unit 17,meteorology,meteorologiya
Essential 6,Unit 17,penetrate,"kirmoq, ichiga kirmoq"
Essential 6,Unit 17,propulsion,"turtki, harakatlantiruvchi kuch"
Essential 6,Unit 17,simulate,o'xshatishga harakat qilmoq
Essential 6,Unit 17,spur,"turtki bermoq, ruhlantirmoq"
Essential 6,Unit 17,stimulate,harakatga keltirmoq
Essential 6,Unit 17,tenacious,qat'iyatli
Essential 6,Unit 18,beforehand,oldindan
Essential 6,Unit 18,centigrade,selsiy shkalasi (bo'yicha)
Essential 6,Unit 18,chatter,"valaqlashmoq, valdiramoq"
Essential 6,Unit 18,concerto,konsert tipidagi sodda musiqiy asar
Essential 6,Unit 18,condense,suyuq holatga keltirmoq
Essential 6,Unit 18,cove,ko'rfaz
Essential 6,Unit 18,deteriorate,muttasil yomonlashib bormoq
Essential 6,Unit 18,exterior,"tashqi taraf, po'stloq"
Essential 6,Unit 18,freeway,avtostrada
Essential 6,Unit 18,hearty,baland va quvnoq ovozdagi
Essential 6,Unit 18,hospitable,mehmondo'st
Essential 6,Unit 18,manor,ko'p xonali uy
Essential 6,Unit 18,monastery,monastir
Essential 6,Unit 18,nursery,yasli; bolalar xonasi
Essential 6,Unit 18,outstretched,"cho'zilgan, yoyiq"
Essential 6,Unit 18,parcel,posilka
Essential 6,Unit 18,profile,"profil, yon tomondan ko'rinish"
Essential 6,Unit 18,vivacious,quvnoq
Essential 6,Unit 18,winding,burama tarzda oqmoq
Essential 6,Unit 18,zip,molniyani qadamoq
Essential 6,Unit 19,advent,paydo bo'lish
Essential 6,Unit 19,airway,nafas yo'li
Essential 6,Unit 19,almighty,alloh
Essential 6,Unit 19,constellation,"yulduzlar turkumi, burj"
Essential 6,Unit 19,definitive,eng ishonchli
Essential 6,Unit 19,equate,"tenglashtirmoq, -ga yoymoq"
Essential 6,Unit 19,inhale,ichiga tortmoq
Essential 6,Unit 19,invoke,"yolvormoq, chaqirmoq"
Essential 6,Unit 19,lunar,"oyga oid, oy..."
Essential 6,Unit 19,novelty,yangilik
Essential 6,Unit 19,outmoded,urfdan chiqqan
Essential 6,Unit 19,personalize,shaxsiylashtirmoq
Essential 6,Unit 19,pertain,"bog'liq bo'lmoq, asoslanmoq"
Essential 6,Unit 19,primal,"juda oddiy, sodda"
Essential 6,Unit 19,psychiatric,"ruhiy, psixik"
Essential 6,Unit 19,psychiatry,psixiatriya
Essential 6,Unit 19,reflex,refleks
Essential 6,Unit 19,seizure,tutqanoq
Essential 6,Unit 19,session,"sessiya, majlis"
Essential 6,Unit 19,utensil,idish
Essential 6,Unit 20,adhesive,"kley, yelim"
Essential 6,Unit 20,adverse,zararli
Essential 6,Unit 20,dependency,"tobe'lik, qaramlik, muhtojlik"
Essential 6,Unit 20,dump,tashlab yubormoq
Essential 6,Unit 20,eternal,"abadiy, mangu"
Essential 6,Unit 20,fluctuate,"o'zg'arib turmoq, o'ynab turmoq"
Essential 6,Unit 20,fro,uyon-buyonga
Essential 6,Unit 20,inclusion,"qo'shish, qo'shib olish"
Essential 6,Unit 20,intermediate,"o'rtacha, o'rta"
Essential 6,Unit 20,intermittent,vaqti-vaqti bilan sodir bo'ladigan
Essential 6,Unit 20,mentor,"maslahatchi, ekspert"
Essential 6,Unit 20,phoenix,foneks qushi
Essential 6,Unit 20,photosynthesis,fotosintez
Essential 6,Unit 20,pollen,gul changi
Essential 6,Unit 20,regain,qayta qo'lga kiritmoq
Essential 6,Unit 20,reverse,"o'girmoq, teskari aylantirmoq"
Essential 6,Unit 20,swarm,hasharotlar galasi
Essential 6,Unit 20,texture,"sirt, tekstura"
Essential 6,Unit 20,tickle,qitiqlamoq
Essential 6,Unit 20,vibrant,yorqin
Essential 6,Unit 21,abolish,bekor qilmoq
Essential 6,Unit 21,amend,"tuzatmoq, o'zgartirmoq"
Essential 6,Unit 21,aspire,"intilmoq, orzu qilmoq"
Essential 6,Unit 21,censor,tsenzura qilmoq
Essential 6,Unit 21,charter,"nizom, ustav"
Essential 6,Unit 21,constitution,konstitutsiya
Essential 6,Unit 21,cosmopolitan,"kosmopolit, ko'p millatli"
Essential 6,Unit 21,disseminate,"tarqatmoq, yoymoq"
Essential 6,Unit 21,flatter,xushomad qilmoq
Essential 6,Unit 21,infamous,yomon otliq bo'lgan
Essential 6,Unit 21,lame,cho'loq
Essential 6,Unit 21,limp,oqsoqlanib yurmoq
Essential 6,Unit 21,outburst,portlash (hissiyot)
Essential 6,Unit 21,pathological,patologik
Essential 6,Unit 21,phenomenal,"favqulodda, fenomenal"
Essential 6,Unit 21,poll,so'rovnoma
Essential 6,Unit 21,remorse,"pushaymonlik, vijdon azobi"
Essential 6,Unit 21,secrecy,maxfiylik
Essential 6,Unit 21,tackle,"hal qilmoq, kirishmoq"
Essential 6,Unit 21,trance,trans holati
Essential 6,Unit 22,coward,qo'rqoq
Essential 6,Unit 22,delete,o'chirmoq
Essential 6,Unit 22,earnest,"jiddiy, samimiy"
Essential 6,Unit 22,ethnic,etnik
Essential 6,Unit 22,exclude,"istisno qilmoq, chetlatmoq"
Essential 6,Unit 22,firsthand,"bevosita, birinchi qo'ldan"
Essential 6,Unit 22,fluent,ravon
Essential 6,Unit 22,imperial,imperiyaga oid
Essential 6,Unit 22,inclusive,qamrab oluvchi
Essential 6,Unit 22,legislature,qonun chiqaruvchi organ
Essential 6,Unit 22,linguistic,lingvistik
Essential 6,Unit 22,monolingual,bir tilli
Essential 6,Unit 22,nationality,millat
Essential 6,Unit 22,patriot,vatanparvar
Essential 6,Unit 22,prosecute,sudga bermoq
Essential 6,Unit 22,racial,irqiy
Essential 6,Unit 22,solemn,"tantanali, jiddiy"
Essential 6,Unit 22,solidarity,birdamlik
Essential 6,Unit 22,tact,"odob, xushmuomalalik"
Essential 6,Unit 22,undermine,"putur yetkazmoq, zaiflashtirmoq"
Essential 6,Unit 23,allocate,"ajratmoq (mablag', vaqt)"
Essential 6,Unit 23,appetizing,ishtahani ochadigan
Essential 6,Unit 23,blizzard,"bo'ron, qor bo'roni"
Essential 6,Unit 23,cavity,"bo'shliq, kist"
Essential 6,Unit 23,clockwise,soat yo'nalishi bo'yicha
Essential 6,Unit 23,concentric,konsentrik (umumiy markazli)
Essential 6,Unit 23,courtesy,xushmuomalalik
Essential 6,Unit 23,crisp,qarsildoq
Essential 6,Unit 23,discord,"kelishmovchilik, nizo"
Essential 6,Unit 23,frigid,"juda sovuq, izg'irin"
Essential 6,Unit 23,generate,"ishlab chiqarmoq, yaratmoq"
Essential 6,Unit 23,glacial,muzlikka oid
Essential 6,Unit 23,interchange,ayirboshlash
Essential 6,Unit 23,locker,shkafccha
Essential 6,Unit 23,multicultural,ko'p madaniyatli
Essential 6,Unit 23,omission,tushirib qoldirish
Essential 6,Unit 23,oversee,nazorat qilmoq
Essential 6,Unit 23,pierce,teshmoq
Essential 6,Unit 23,replicate,"takrorlamoq, nusxa olmoq"
Essential 6,Unit 23,wavy,to'lqinsimon
Essential 6,Unit 24,abide,"bo'ysunmoq, amal qilmoq"
Essential 6,Unit 24,conversion,o'zgartirish
Essential 6,Unit 24,cram,"tiqishtirmoq, zichlab tiqmoq"
Essential 6,Unit 24,defer,"kechiktirmoq, keyinga qoldirmoq"
Essential 6,Unit 24,export,"eksport qilmoq, sotmoq"
Essential 6,Unit 24,fume,achchiq/qora tutun
Essential 6,Unit 24,habitual,"odatiy, doimiy"
Essential 6,Unit 24,justify,"tasdiqlamoq, isbotlamoq"
Essential 6,Unit 24,output,ishlab chiqarish hajmi
Essential 6,Unit 24,overpopulation,aholining ko'o'ayib ketishi
Essential 6,Unit 24,patent,patent
Essential 6,Unit 24,penalize,jazolamoq
Essential 6,Unit 24,petroleum,neft
Essential 6,Unit 24,prototype,prototip
Essential 6,Unit 24,scrap,"parcha, bo'lak, qirqim"
Essential 6,Unit 24,sector,"sektor, xalq xo'jaligi sohasi"
Essential 6,Unit 24,subscribe,"qo'shilmoq, hamfikr bo'lmoq"
Essential 6,Unit 24,subsist,kun kechirmoq
Essential 6,Unit 24,suspend,birmuncha to'xtatib turmoq
Essential 6,Unit 24,synthesis,"birlik, majmua"
Essential 6,Unit 25,acrobat,akrobat
Essential 6,Unit 25,advocacy,"himoya, qo'llab-quvvatlash"
Essential 6,Unit 25,communal,jamoatchilik...
Essential 6,Unit 25,fluid,nafis
Essential 6,Unit 25,harmonize,"mos tushmoq, uyg'unlashmoq"
Essential 6,Unit 25,industrious,"harakatchan, mehnatkash"
Essential 6,Unit 25,inventive,ijodkor
Essential 6,Unit 25,judicial,sud...
Essential 6,Unit 25,mandarin,mandarin tili
Essential 6,Unit 25,metropolitan,"katta shaharga oid, katta shahar..."
Essential 6,Unit 25,mimic,taqlid qilmoq
Essential 6,Unit 25,misguided,"noto'g'ri, yanglish"
Essential 6,Unit 25,rehearse,repetitsiya qilmoq
Essential 6,Unit 25,scorn,"nafratlanmoq, hurmat qilmaslik"
Essential 6,Unit 25,sensory,"his-tuyg'uga oid, hissiy..."
Essential 6,Unit 25,staple,"asosiy, standart"
Essential 6,Unit 25,statute,"statut, qonun"
Essential 6,Unit 25,veteran,tajribali fahriy
Essential 6,Unit 25,villain,jinoyatchi
Essential 6,Unit 25,vine,tok
Essential 6,Unit 26,constrain,"tutib turmoq, imkoniyatini chegaralamoq"
Essential 6,Unit 26,depot,stantsiya
Essential 6,Unit 26,emulate,musobaqalashmoq
Essential 6,Unit 26,forefinger,ko'rsatkich barmoq
Essential 6,Unit 26,guts,ichki organlar
Essential 6,Unit 26,inherent,"tabiiy, tug'ma"
Essential 6,Unit 26,intimidate,qo'rqitmoq
Essential 6,Unit 26,janitor,bino nazoratchisi
Essential 6,Unit 26,moist,nam
Essential 6,Unit 26,nope,"""yo'q"""
Essential 6,Unit 26,prod,"itarmoq, niqtamoq"
Essential 6,Unit 26,ransom,garovdan qutqarish puli
Essential 6,Unit 26,restrain,"to'xtatib qolmoq, ushlab qolmoq"
Essential 6,Unit 26,saliva,so'lak
Essential 6,Unit 26,spit,tupurib tashlamoq
Essential 6,Unit 26,sprint,yaqin masofaga yugurmoq
Essential 6,Unit 26,stunt,"tryuk, nomer"
Essential 6,Unit 26,tolerant,"chidamli, bardoshli"
Essential 6,Unit 26,vampire,"vampir, qonxo'r"
Essential 6,Unit 26,yawn,esnamoq
Essential 6,Unit 27,analogy,"analogiya, o'xshashlik"
Essential 6,Unit 27,ancestry,nasl-nasab
Essential 6,Unit 27,archer,kamonboz
Essential 6,Unit 27,conspiracy,"fitna, til biriktirish"
Essential 6,Unit 27,deputy,"o'rinbosar, muovin"
Essential 6,Unit 27,earl,graf
Essential 6,Unit 27,fragrant,"xushbo'y, muattar"
Essential 6,Unit 27,funnel,voronka
Essential 6,Unit 27,hereditary,"irsiy, nasliy"
Essential 6,Unit 27,hymn,madhiya
Essential 6,Unit 27,invert,"to'ntarmoq, ag'darib qo'ymoq"
Essential 6,Unit 27,prey,o'lja
Essential 6,Unit 27,procession,odamlar galasi
Essential 6,Unit 27,prophet,payg'ambar
Essential 6,Unit 27,sarcastic,"istehzoli, yurakka botadigan"
Essential 6,Unit 27,seasoning,ziravor
Essential 6,Unit 27,sodium,natriy
Essential 6,Unit 27,tyranny,"zulm, tiran, mustabidlik"
Essential 6,Unit 27,tyrant,zolim boshliq
Essential 6,Unit 27,vinegar,sirka
Essential 6,Unit 28,adjoining,"qo'shni, yon"
Essential 6,Unit 28,allege,asossiz tasdiqlamoq
Essential 6,Unit 28,arch,arka
Essential 6,Unit 28,assemble,"to'planmoq, yig'ilmoq"
Essential 6,Unit 28,casualty,jabrdiida
Essential 6,Unit 28,erect,qurmoq
Essential 6,Unit 28,foul,"badbo'y, ko'lansa"
Essential 6,Unit 28,hectare,gektar
Essential 6,Unit 28,heighten,kuchaytirmoq
Essential 6,Unit 28,hospitality,mehmondo'stlik
Essential 6,Unit 28,mansion,"koshona, qasr"
Essential 6,Unit 28,outnumber,miqdoran ko'p bo'lmoq
Essential 6,Unit 28,overjoyed,"juda baxtli, masrur"
Essential 6,Unit 28,pasture,"yaylov, o'tloq"
Essential 6,Unit 28,petition,"petitsiya, ariza"
Essential 6,Unit 28,renovate,ta'mirlamoq; o'zgartirmoq
Essential 6,Unit 28,revise,tekshirib tuzatmoq
Essential 6,Unit 28,slab,"plitka, plita"
Essential 6,Unit 28,terrace,"ayvon, peshayvon"
Essential 6,Unit 28,turf,chimzor
Essential 6,Unit 29,analogous,"o'xshash, analog"
Essential 6,Unit 29,binoculars,durbin
Essential 6,Unit 29,bulk,katta gavda
Essential 6,Unit 29,comprise,"tashkil qilmoq, iborat bo'lmoq"
Essential 6,Unit 29,depict,chizib ko'rsatmoq
Essential 6,Unit 29,dual,"ikkita, qo'sh"
Essential 6,Unit 29,fahrenheit,farangeyt shkalasi (bo'yicha)
Essential 6,Unit 29,fulfill,"bajarmoq, ado etmoq"
Essential 6,Unit 29,grove,o'rmoncha
Essential 6,Unit 29,ore,ruda
Essential 6,Unit 29,outback,noobod rayon
Essential 6,Unit 29,outweigh,oshib tushmoq
Essential 6,Unit 29,paradox,"mantiqsizlik, paradoks"
Essential 6,Unit 29,pier,"damba, pirs"
Essential 6,Unit 29,shortcut,qisqa yo'l
Essential 6,Unit 29,tariff,"boj, to'lov"
Essential 6,Unit 29,thermometer,termometr
Essential 6,Unit 29,tilt,qiyshaytirmoq
Essential 6,Unit 29,vice versa,yoki aksincha
Essential 6,Unit 29,whereabouts,joylashgan/turgan joy
Essential 6,Unit 30,amber,qahrabo
Essential 6,Unit 30,charcoal,pista ko'mir
Essential 6,Unit 30,columnist,"sharhlovchi, maqola yozuvchi"
Essential 6,Unit 30,courteous,"boadab, xushmuomalali"
Essential 6,Unit 30,credentials,ishonch yorlig'i
Essential 6,Unit 30,cricket,qora chigirtka
Essential 6,Unit 30,delta,delta
Essential 6,Unit 30,detergent,kir yuvish kukuni
Essential 6,Unit 30,euphemism,evfemizm
Essential 6,Unit 30,expire,muddati tamom bo'lmoq
Essential 6,Unit 30,granite,granit
Essential 6,Unit 30,gravel,shag'al
Essential 6,Unit 30,haunt,hayolini tark etmaslik
Essential 6,Unit 30,liberal,"bag'rikeng, murosasoz"
Essential 6,Unit 30,maze,labirint
Essential 6,Unit 30,moss,"mox, yo'sin"
Essential 6,Unit 30,pebble,lappak tosh
Essential 6,Unit 30,peck,"cho'qilamoq, cho'qilab yemoq"
Essential 6,Unit 30,reservoir,suv ombori
Essential 6,Unit 30,streak,alohida qism
